Date,Machine,Shift,Units_Produced,Defects,Downtime_Min,Yield
2025-10-09 10:00:00,M04,Day,171,5,51,97.07602339181285
2025-10-09 11:00:00,M03,Day,127,2,15,98.4251968503937
2025-10-09 12:00:00,M01,Day,78,0,34,100.0
2025-10-09 13:00:00,M03,Day,142,9,37,93.66197183098592
2025-10-09 14:00:00,M02,Day,122,9,52,92.62295081967213
2025-10-09 15:00:00,M03,Night,149,4,22,97.31543624161074
2025-10-09 16:00:00,M02,Night,123,9,12,92.6829268292683
2025-10-09 17:00:00,M04,Night,144,9,32,93.75
2025-10-09 18:00:00,M01,Night,66,2,28,96.96969696969697
2025-10-09 19:00:00,M04,Day,186,7,52,96.23655913978494
2025-10-09 20:00:00,M02,Night,146,9,45,93.83561643835617
2025-10-09 21:00:00,M02,Night,58,0,33,100.0
2025-10-09 22:00:00,M02,Day,184,1,33,99.45652173913044
2025-10-09 23:00:00,M01,Day,193,2,26,98.96373056994818
2025-10-10 00:00:00,M03,Day,68,2,14,97.05882352941177
2025-10-10 01:00:00,M04,Day,183,7,58,96.17486338797814
2025-10-10 02:00:00,M04,Day,163,4,49,97.54601226993866
2025-10-10 03:00:00,M03,Night,188,7,8,96.27659574468085
2025-10-10 04:00:00,M04,Day,174,5,25,97.12643678160919
2025-10-10 05:00:00,M01,Night,110,1,2,99.0909090909091
2025-10-10 06:00:00,M04,Night,91,3,35,96.7032967032967
2025-10-10 07:00:00,M02,Day,62,8,46,87.09677419354838
2025-10-10 08:00:00,M03,Night,189,3,4,98.4126984126984
2025-10-10 09:00:00,M01,Night,134,4,19,97.01492537313433
2025-10-10 10:00:00,M03,Day,69,4,19,94.20289855072464
2025-10-10 11:00:00,M01,Night,99,9,4,90.9090909090909
2025-10-10 12:00:00,M02,Night,141,7,9,95.0354609929078
2025-10-10 13:00:00,M03,Night,137,5,15,96.35036496350365
2025-10-10 14:00:00,M04,Day,118,9,24,92.37288135593221
2025-10-10 15:00:00,M01,Day,86,6,43,93.02325581395348
2025-10-10 16:00:00,M03,Day,189,5,24,97.35449735449735
2025-10-10 17:00:00,M04,Night,148,4,29,97.2972972972973
2025-10-10 18:00:00,M03,Day,174,4,13,97.70114942528735
2025-10-10 19:00:00,M03,Night,103,2,21,98.05825242718447
2025-10-10 20:00:00,M03,Day,179,6,42,96.64804469273743
2025-10-10 21:00:00,M01,Night,90,9,27,90.0
2025-10-10 22:00:00,M04,Day,94,4,29,95.74468085106383
2025-10-10 23:00:00,M02,Day,152,6,18,96.05263157894737
2025-10-11 00:00:00,M01,Night,155,1,37,99.35483870967742
2025-10-11 01:00:00,M01,Day,186,8,41,95.6989247311828
2025-10-11 02:00:00,M01,Night,177,7,19,96.045197740113
2025-10-11 03:00:00,M02,Day,135,4,34,97.03703703703704
2025-10-11 04:00:00,M04,Day,96,1,21,98.95833333333334
2025-10-11 05:00:00,M04,Night,54,5,14,90.74074074074075
2025-10-11 06:00:00,M04,Night,50,7,10,86.0
2025-10-11 07:00:00,M03,Night,93,6,53,93.54838709677419
2025-10-11 08:00:00,M03,Day,199,7,33,96.4824120603015
2025-10-11 09:00:00,M03,Night,87,3,56,96.55172413793103
2025-10-11 10:00:00,M02,Day,68,2,23,97.05882352941177
2025-10-11 11:00:00,M03,Night,164,6,5,96.34146341463415
2025-10-11 12:00:00,M02,Night,136,1,16,99.26470588235294
2025-10-11 13:00:00,M04,Night,172,4,27,97.67441860465115
2025-10-11 14:00:00,M03,Night,131,6,49,95.41984732824427
2025-10-11 15:00:00,M03,Night,190,0,30,100.0
2025-10-11 16:00:00,M01,Night,107,3,35,97.19626168224299
2025-10-11 17:00:00,M02,Day,195,1,54,99.48717948717949
2025-10-11 18:00:00,M04,Night,116,5,8,95.6896551724138
2025-10-11 19:00:00,M01,Day,171,0,9,100.0
2025-10-11 20:00:00,M01,Night,136,6,20,95.58823529411765
2025-10-11 21:00:00,M04,Night,180,2,57,98.88888888888889
2025-10-11 22:00:00,M01,Night,104,0,33,100.0
2025-10-11 23:00:00,M02,Day,138,7,30,94.92753623188406
2025-10-12 00:00:00,M02,Day,107,6,28,94.39252336448598
2025-10-12 01:00:00,M03,Night,112,1,42,99.10714285714286
2025-10-12 02:00:00,M01,Day,140,6,42,95.71428571428572
2025-10-12 03:00:00,M03,Night,101,2,10,98.01980198019803
2025-10-12 04:00:00,M01,Night,175,8,32,95.42857142857143
2025-10-12 05:00:00,M02,Day,73,7,57,90.41095890410958
2025-10-12 06:00:00,M02,Day,121,4,45,96.69421487603306
2025-10-12 07:00:00,M02,Day,58,6,0,89.65517241379311
2025-10-12 08:00:00,M01,Day,159,2,20,98.74213836477988
2025-10-12 09:00:00,M02,Night,143,0,22,100.0
2025-10-12 10:00:00,M01,Day,166,0,56,100.0
2025-10-12 11:00:00,M03,Day,132,1,8,99.24242424242425
2025-10-12 12:00:00,M01,Night,129,7,55,94.57364341085271
2025-10-12 13:00:00,M03,Day,198,0,0,100.0
2025-10-12 14:00:00,M01,Day,149,4,20,97.31543624161074
2025-10-12 15:00:00,M03,Day,89,8,21,91.01123595505618
2025-10-12 16:00:00,M02,Day,152,8,53,94.73684210526315
2025-10-12 17:00:00,M03,Night,111,1,3,99.09909909909909
2025-10-12 18:00:00,M02,Night,118,6,0,94.91525423728814
2025-10-12 19:00:00,M02,Day,191,0,50,100.0
2025-10-12 20:00:00,M03,Day,158,2,9,98.73417721518987
2025-10-12 21:00:00,M01,Night,53,5,14,90.56603773584906
2025-10-12 22:00:00,M01,Day,121,8,51,93.38842975206612
2025-10-12 23:00:00,M04,Day,66,9,35,86.36363636363636
2025-10-13 00:00:00,M01,Day,163,1,28,99.38650306748467
2025-10-13 01:00:00,M04,Day,134,6,51,95.52238805970148
2025-10-13 02:00:00,M01,Day,106,3,45,97.16981132075472
2025-10-13 03:00:00,M01,Day,156,1,4,99.35897435897436
2025-10-13 04:00:00,M02,Day,97,2,28,97.9381443298969
2025-10-13 05:00:00,M04,Day,166,5,46,96.98795180722891
2025-10-13 06:00:00,M01,Day,80,9,46,88.75
2025-10-13 07:00:00,M04,Night,161,8,26,95.03105590062113
2025-10-13 08:00:00,M02,Night,96,7,24,92.70833333333334
2025-10-13 09:00:00,M02,Night,183,9,15,95.08196721311475
2025-10-13 10:00:00,M04,Day,157,8,15,94.90445859872611
2025-10-13 11:00:00,M02,Day,121,3,35,97.52066115702479
2025-10-13 12:00:00,M03,Night,120,3,24,97.5
2025-10-13 13:00:00,M03,Day,157,8,40,94.90445859872611
2025-10-13 14:00:00,M02,Night,102,7,0,93.13725490196079
2025-10-13 15:00:00,M03,Day,191,1,4,99.47643979057592
2025-10-13 16:00:00,M01,Night,65,7,40,89.23076923076924
2025-10-13 17:00:00,M04,Night,165,0,19,100.0
2025-10-13 18:00:00,M01,Night,122,8,4,93.44262295081968
2025-10-13 19:00:00,M04,Day,123,8,35,93.4959349593496
2025-10-13 20:00:00,M02,Night,130,7,28,94.61538461538461
2025-10-13 21:00:00,M01,Day,61,4,47,93.44262295081968
2025-10-13 22:00:00,M02,Day,177,4,33,97.74011299435028
2025-10-13 23:00:00,M02,Day,119,2,57,98.31932773109243
2025-10-14 00:00:00,M04,Day,196,4,47,97.95918367346938
2025-10-14 01:00:00,M04,Day,90,3,17,96.66666666666667
2025-10-14 02:00:00,M04,Day,108,0,1,100.0
2025-10-14 03:00:00,M01,Day,138,8,15,94.20289855072464
2025-10-14 04:00:00,M03,Night,73,9,28,87.67123287671232
2025-10-14 05:00:00,M04,Night,193,3,32,98.44559585492227
2025-10-14 06:00:00,M04,Night,129,2,15,98.44961240310077
2025-10-14 07:00:00,M01,Day,183,5,34,97.26775956284153
2025-10-14 08:00:00,M04,Day,181,0,46,100.0
2025-10-14 09:00:00,M01,Day,141,4,42,97.16312056737588
2025-10-14 10:00:00,M02,Day,141,6,41,95.74468085106383
2025-10-14 11:00:00,M04,Night,130,1,16,99.23076923076923
2025-10-14 12:00:00,M04,Day,191,9,3,95.28795811518324
2025-10-14 13:00:00,M02,Night,120,8,48,93.33333333333333
2025-10-14 14:00:00,M02,Day,114,5,3,95.6140350877193
2025-10-14 15:00:00,M02,Night,101,1,50,99.00990099009901
2025-10-14 16:00:00,M04,Day,79,7,24,91.13924050632912
2025-10-14 17:00:00,M03,Night,148,7,32,95.27027027027027
2025-10-14 18:00:00,M03,Day,147,0,13,100.0
2025-10-14 19:00:00,M03,Night,91,0,23,100.0
2025-10-14 20:00:00,M04,Day,188,0,10,100.0
2025-10-14 21:00:00,M02,Night,76,3,24,96.05263157894737
2025-10-14 22:00:00,M04,Night,121,3,27,97.52066115702479
2025-10-14 23:00:00,M02,Day,67,7,6,89.55223880597015
2025-10-15 00:00:00,M04,Night,126,0,48,100.0
2025-10-15 01:00:00,M04,Day,94,9,35,90.42553191489363
2025-10-15 02:00:00,M02,Day,164,2,9,98.78048780487805
2025-10-15 03:00:00,M03,Day,136,0,48,100.0
2025-10-15 04:00:00,M02,Night,189,8,35,95.76719576719577
2025-10-15 05:00:00,M01,Night,141,9,30,93.61702127659575
2025-10-15 06:00:00,M01,Day,71,8,18,88.73239436619718
2025-10-15 07:00:00,M02,Day,141,6,17,95.74468085106383
2025-10-15 08:00:00,M04,Night,126,7,48,94.44444444444444
2025-10-15 09:00:00,M01,Night,74,0,5,100.0
2025-10-15 10:00:00,M01,Night,157,4,27,97.45222929936305
2025-10-15 11:00:00,M04,Day,184,1,6,99.45652173913044
2025-10-15 12:00:00,M04,Day,158,0,37,100.0
2025-10-15 13:00:00,M03,Day,183,2,56,98.90710382513662
2025-10-15 14:00:00,M04,Day,73,6,11,91.78082191780823
2025-10-15 15:00:00,M02,Day,68,0,40,100.0
2025-10-15 16:00:00,M02,Night,132,1,49,99.24242424242425
2025-10-15 17:00:00,M03,Day,164,1,33,99.39024390243902
2025-10-15 18:00:00,M01,Night,58,3,24,94.82758620689656
2025-10-15 19:00:00,M01,Night,161,2,16,98.75776397515527
2025-10-15 20:00:00,M04,Day,151,2,52,98.67549668874173
2025-10-15 21:00:00,M02,Night,97,9,32,90.72164948453609
2025-10-15 22:00:00,M01,Day,118,4,22,96.61016949152543
2025-10-15 23:00:00,M03,Night,168,2,8,98.80952380952381
2025-10-16 00:00:00,M03,Day,94,6,5,93.61702127659575
2025-10-16 01:00:00,M02,Day,174,4,1,97.70114942528735
2025-10-16 02:00:00,M03,Night,63,3,37,95.23809523809523
2025-10-16 03:00:00,M03,Day,183,2,8,98.90710382513662
2025-10-16 04:00:00,M02,Night,184,3,2,98.36956521739131
2025-10-16 05:00:00,M04,Day,86,1,15,98.83720930232558
2025-10-16 06:00:00,M04,Day,102,0,24,100.0
2025-10-16 07:00:00,M03,Day,67,2,23,97.01492537313433
2025-10-16 08:00:00,M04,Night,87,1,46,98.85057471264368
2025-10-16 09:00:00,M04,Night,178,0,28,100.0
2025-10-16 10:00:00,M03,Day,93,0,43,100.0
2025-10-16 11:00:00,M04,Night,96,1,54,98.95833333333334
2025-10-16 12:00:00,M03,Day,84,8,39,90.47619047619048
2025-10-16 13:00:00,M01,Night,109,4,25,96.3302752293578
2025-10-16 14:00:00,M02,Night,139,8,37,94.24460431654677
2025-10-16 15:00:00,M02,Day,101,7,34,93.06930693069307
2025-10-16 16:00:00,M04,Day,57,5,22,91.22807017543859
2025-10-16 17:00:00,M04,Day,156,0,3,100.0
2025-10-16 18:00:00,M04,Day,180,9,58,95.0
2025-10-16 19:00:00,M02,Day,191,4,41,97.90575916230367
2025-10-16 20:00:00,M01,Night,145,0,13,100.0
2025-10-16 21:00:00,M01,Night,75,6,52,92.0
2025-10-16 22:00:00,M02,Day,160,9,55,94.375
2025-10-16 23:00:00,M01,Day,172,7,46,95.93023255813954
2025-10-17 00:00:00,M02,Day,100,7,38,93.0
2025-10-17 01:00:00,M01,Night,172,6,6,96.51162790697676
2025-10-17 02:00:00,M03,Day,54,1,7,98.14814814814815
2025-10-17 03:00:00,M03,Day,126,4,41,96.82539682539682
2025-10-17 04:00:00,M02,Night,50,3,50,94.0
2025-10-17 05:00:00,M01,Night,60,4,18,93.33333333333333
2025-10-17 06:00:00,M04,Night,57,9,1,84.21052631578947
2025-10-17 07:00:00,M01,Night,81,8,46,90.12345679012346
2025-10-17 08:00:00,M03,Day,77,3,0,96.1038961038961
2025-10-17 09:00:00,M03,Night,180,7,41,96.11111111111111
2025-10-17 10:00:00,M01,Night,177,7,37,96.045197740113
2025-10-17 11:00:00,M01,Day,111,1,53,99.09909909909909
2025-10-17 12:00:00,M04,Day,76,5,12,93.42105263157895
2025-10-17 13:00:00,M04,Day,94,4,41,95.74468085106383
2025-10-17 14:00:00,M01,Night,154,1,43,99.35064935064936
2025-10-17 15:00:00,M01,Day,141,9,23,93.61702127659575
2025-10-17 16:00:00,M01,Night,74,3,31,95.94594594594594
2025-10-17 17:00:00,M01,Night,93,6,29,93.54838709677419
2025-10-17 18:00:00,M02,Night,191,0,5,100.0
2025-10-17 19:00:00,M01,Day,185,8,37,95.67567567567568
2025-10-17 20:00:00,M04,Night,191,9,32,95.28795811518324
2025-10-17 21:00:00,M03,Day,129,0,43,100.0
2025-10-17 22:00:00,M02,Day,131,4,54,96.94656488549617
2025-10-17 23:00:00,M01,Day,184,6,22,96.73913043478261
2025-10-18 00:00:00,M03,Night,137,7,9,94.8905109489051
2025-10-18 01:00:00,M02,Night,176,1,56,99.43181818181817
2025-10-18 02:00:00,M03,Night,104,3,45,97.11538461538461
2025-10-18 03:00:00,M01,Day,190,1,14,99.47368421052632
2025-10-18 04:00:00,M01,Night,105,3,59,97.14285714285714
2025-10-18 05:00:00,M04,Night,64,5,22,92.1875
2025-10-18 06:00:00,M01,Night,107,5,55,95.32710280373831
2025-10-18 07:00:00,M01,Night,137,1,35,99.27007299270073
2025-10-18 08:00:00,M02,Night,146,3,56,97.94520547945206
2025-10-18 09:00:00,M04,Day,193,3,0,98.44559585492227
2025-10-18 10:00:00,M02,Day,57,0,7,100.0
2025-10-18 11:00:00,M03,Day,89,1,2,98.87640449438202
2025-10-18 12:00:00,M01,Day,63,2,13,96.82539682539682
2025-10-18 13:00:00,M03,Night,102,4,16,96.07843137254902
2025-10-18 14:00:00,M02,Day,176,7,33,96.02272727272727
2025-10-18 15:00:00,M01,Night,129,5,46,96.12403100775194
2025-10-18 16:00:00,M01,Day,164,2,5,98.78048780487805
2025-10-18 17:00:00,M02,Day,183,5,4,97.26775956284153
2025-10-18 18:00:00,M02,Day,104,6,45,94.23076923076923
2025-10-18 19:00:00,M02,Night,93,5,50,94.6236559139785
2025-10-18 20:00:00,M02,Night,67,9,40,86.56716417910447
2025-10-18 21:00:00,M02,Day,65,5,39,92.3076923076923
2025-10-18 22:00:00,M01,Night,61,0,28,100.0
2025-10-18 23:00:00,M02,Day,197,2,34,98.98477157360406
2025-10-19 00:00:00,M01,Day,94,6,17,93.61702127659575
2025-10-19 01:00:00,M01,Day,142,3,39,97.88732394366197
2025-10-19 02:00:00,M02,Night,71,3,47,95.77464788732394
2025-10-19 03:00:00,M02,Day,146,6,29,95.8904109589041
2025-10-19 04:00:00,M04,Day,96,8,14,91.66666666666666
2025-10-19 05:00:00,M01,Day,78,1,52,98.71794871794873
2025-10-19 06:00:00,M02,Night,94,8,14,91.48936170212765
2025-10-19 07:00:00,M02,Day,126,2,15,98.4126984126984
2025-10-19 08:00:00,M02,Night,58,5,56,91.37931034482759
2025-10-19 09:00:00,M04,Day,73,3,32,95.8904109589041
2025-10-19 10:00:00,M04,Night,64,0,9,100.0
2025-10-19 11:00:00,M03,Day,62,8,18,87.09677419354838
2025-10-19 12:00:00,M01,Day,140,5,36,96.42857142857143
2025-10-19 13:00:00,M03,Night,150,7,49,95.33333333333334
2025-10-19 14:00:00,M02,Night,120,1,2,99.16666666666667
2025-10-19 15:00:00,M04,Day,171,6,35,96.49122807017544
2025-10-19 16:00:00,M04,Night,125,5,3,96.0
2025-10-19 17:00:00,M03,Day,165,1,10,99.39393939393939
2025-10-19 18:00:00,M04,Day,110,1,40,99.0909090909091
2025-10-19 19:00:00,M02,Day,175,3,32,98.28571428571429
2025-10-19 20:00:00,M04,Night,50,3,27,94.0
2025-10-19 21:00:00,M03,Day,117,2,31,98.29059829059828
2025-10-19 22:00:00,M02,Night,137,7,56,94.8905109489051
2025-10-19 23:00:00,M03,Day,70,6,15,91.42857142857143
2025-10-20 00:00:00,M04,Night,184,1,8,99.45652173913044
2025-10-20 01:00:00,M03,Night,52,2,10,96.15384615384616
2025-10-20 02:00:00,M03,Day,100,9,5,91.0
2025-10-20 03:00:00,M01,Night,128,8,58,93.75
2025-10-20 04:00:00,M04,Day,144,4,48,97.22222222222221
2025-10-20 05:00:00,M04,Day,172,1,26,99.4186046511628
2025-10-20 06:00:00,M03,Day,55,2,11,96.36363636363636
2025-10-20 07:00:00,M01,Day,66,7,21,89.39393939393939
2025-10-20 08:00:00,M04,Day,166,3,39,98.19277108433735
2025-10-20 09:00:00,M02,Night,109,1,47,99.08256880733946
2025-10-20 10:00:00,M03,Day,199,1,36,99.49748743718592
2025-10-20 11:00:00,M04,Night,174,5,20,97.12643678160919
2025-10-20 12:00:00,M02,Night,130,7,32,94.61538461538461
2025-10-20 13:00:00,M04,Day,134,6,16,95.52238805970148
2025-10-20 14:00:00,M02,Night,100,3,55,97.0
2025-10-20 15:00:00,M03,Day,188,1,28,99.46808510638297
2025-10-20 16:00:00,M04,Night,120,8,52,93.33333333333333
2025-10-20 17:00:00,M04,Night,88,3,39,96.5909090909091
2025-10-20 18:00:00,M01,Night,118,8,9,93.22033898305084
2025-10-20 19:00:00,M03,Day,97,4,17,95.87628865979381
2025-10-20 20:00:00,M02,Night,174,6,46,96.55172413793103
2025-10-20 21:00:00,M04,Day,106,4,51,96.22641509433963
2025-10-20 22:00:00,M04,Night,70,1,12,98.57142857142858
2025-10-20 23:00:00,M02,Night,131,5,26,96.18320610687023
2025-10-21 00:00:00,M03,Night,148,6,9,95.94594594594594
2025-10-21 01:00:00,M01,Night,197,5,31,97.46192893401016
2025-10-21 02:00:00,M01,Day,64,2,40,96.875
2025-10-21 03:00:00,M04,Day,118,9,44,92.37288135593221
2025-10-21 04:00:00,M02,Night,125,7,2,94.39999999999999
2025-10-21 05:00:00,M04,Night,111,2,21,98.1981981981982
2025-10-21 06:00:00,M02,Day,168,4,26,97.61904761904762
2025-10-21 07:00:00,M01,Day,86,8,54,90.69767441860465
2025-10-21 08:00:00,M03,Day,183,4,2,97.81420765027322
2025-10-21 09:00:00,M02,Day,75,6,32,92.0
2025-10-21 10:00:00,M01,Night,57,6,1,89.47368421052632
2025-10-21 11:00:00,M04,Night,53,4,10,92.45283018867924
2025-10-21 12:00:00,M02,Day,70,1,45,98.57142857142858
2025-10-21 13:00:00,M03,Day,198,4,9,97.97979797979798
2025-10-21 14:00:00,M04,Day,74,6,38,91.8918918918919
2025-10-21 15:00:00,M04,Day,192,6,54,96.875
2025-10-21 16:00:00,M01,Day,92,3,59,96.73913043478261
2025-10-21 17:00:00,M02,Day,86,0,32,100.0
2025-10-21 18:00:00,M04,Night,91,5,57,94.5054945054945
2025-10-21 19:00:00,M03,Night,141,2,6,98.58156028368793
2025-10-21 20:00:00,M02,Night,110,4,14,96.36363636363636
2025-10-21 21:00:00,M03,Day,191,3,25,98.42931937172776
2025-10-21 22:00:00,M04,Day,117,1,10,99.14529914529915
2025-10-21 23:00:00,M03,Day,102,6,37,94.11764705882352
2025-10-22 00:00:00,M01,Night,133,4,26,96.99248120300751
2025-10-22 01:00:00,M03,Day,83,6,53,92.7710843373494
2025-10-22 02:00:00,M02,Day,125,8,38,93.60000000000001
2025-10-22 03:00:00,M03,Night,146,3,6,97.94520547945206
2025-10-22 04:00:00,M03,Day,197,4,0,97.96954314720813
2025-10-22 05:00:00,M01,Night,79,8,9,89.87341772151899
2025-10-22 06:00:00,M03,Night,137,9,20,93.43065693430657
2025-10-22 07:00:00,M03,Day,56,3,14,94.64285714285714
2025-10-22 08:00:00,M04,Night,85,4,29,95.29411764705881
2025-10-22 09:00:00,M04,Day,87,4,29,95.40229885057471
2025-10-22 10:00:00,M02,Night,101,7,7,93.06930693069307
2025-10-22 11:00:00,M04,Day,192,3,23,98.4375
2025-10-22 12:00:00,M04,Night,189,3,18,98.4126984126984
2025-10-22 13:00:00,M04,Day,192,6,2,96.875
2025-10-22 14:00:00,M04,Night,142,4,54,97.1830985915493
2025-10-22 15:00:00,M01,Night,156,5,14,96.7948717948718
2025-10-22 16:00:00,M04,Night,175,5,35,97.14285714285714
2025-10-22 17:00:00,M01,Day,98,5,5,94.89795918367348
2025-10-22 18:00:00,M01,Day,70,9,56,87.14285714285714
2025-10-22 19:00:00,M04,Night,64,4,41,93.75
2025-10-22 20:00:00,M03,Day,63,4,49,93.65079365079364
2025-10-22 21:00:00,M01,Night,91,8,47,91.20879120879121
2025-10-22 22:00:00,M03,Day,64,7,17,89.0625
2025-10-22 23:00:00,M03,Night,112,3,37,97.32142857142857
2025-10-23 00:00:00,M04,Day,76,6,18,92.10526315789474
2025-10-23 01:00:00,M02,Night,142,7,48,95.07042253521126
2025-10-23 02:00:00,M04,Night,154,8,49,94.8051948051948
2025-10-23 03:00:00,M02,Night,102,4,29,96.07843137254902
2025-10-23 04:00:00,M02,Night,101,2,12,98.01980198019803
2025-10-23 05:00:00,M04,Day,112,3,38,97.32142857142857
2025-10-23 06:00:00,M04,Night,106,9,51,91.50943396226415
2025-10-23 07:00:00,M02,Day,169,5,11,97.0414201183432
2025-10-23 08:00:00,M04,Day,101,9,33,91.0891089108911
2025-10-23 09:00:00,M02,Night,156,4,58,97.43589743589743
2025-10-23 10:00:00,M03,Day,92,8,11,91.30434782608695
2025-10-23 11:00:00,M04,Day,184,2,43,98.91304347826086
2025-10-23 12:00:00,M03,Day,166,1,23,99.3975903614458
2025-10-23 13:00:00,M01,Night,53,5,3,90.56603773584906
2025-10-23 14:00:00,M03,Day,182,6,35,96.7032967032967
2025-10-23 15:00:00,M03,Day,129,4,49,96.89922480620154
2025-10-23 16:00:00,M02,Night,90,0,47,100.0
2025-10-23 17:00:00,M03,Night,181,2,13,98.89502762430939
2025-10-23 18:00:00,M04,Day,51,2,16,96.07843137254902
2025-10-23 19:00:00,M02,Night,198,3,48,98.48484848484848
2025-10-23 20:00:00,M01,Day,92,9,2,90.21739130434783
2025-10-23 21:00:00,M04,Day,131,5,37,96.18320610687023
2025-10-23 22:00:00,M01,Day,157,4,22,97.45222929936305
2025-10-23 23:00:00,M03,Night,186,0,12,100.0
2025-10-24 00:00:00,M04,Day,75,5,8,93.33333333333333
2025-10-24 01:00:00,M04,Night,131,8,20,93.89312977099237
2025-10-24 02:00:00,M01,Night,132,0,40,100.0
2025-10-24 03:00:00,M04,Day,180,7,7,96.11111111111111
2025-10-24 04:00:00,M04,Night,122,7,16,94.26229508196722
2025-10-24 05:00:00,M04,Night,149,2,15,98.65771812080537
2025-10-24 06:00:00,M03,Night,98,8,15,91.83673469387756
2025-10-24 07:00:00,M01,Night,194,7,58,96.3917525773196
2025-10-24 08:00:00,M04,Night,112,2,27,98.21428571428571
2025-10-24 09:00:00,M02,Day,104,9,50,91.34615384615384
2025-10-24 10:00:00,M02,Night,83,4,55,95.18072289156626
2025-10-24 11:00:00,M02,Day,154,2,15,98.7012987012987
2025-10-24 12:00:00,M02,Day,154,4,56,97.40259740259741
2025-10-24 13:00:00,M03,Day,118,8,45,93.22033898305084
2025-10-24 14:00:00,M04,Day,64,3,51,95.3125
2025-10-24 15:00:00,M01,Day,52,5,45,90.38461538461539
2025-10-24 16:00:00,M04,Day,52,2,13,96.15384615384616
2025-10-24 17:00:00,M03,Night,151,2,45,98.67549668874173
2025-10-24 18:00:00,M02,Night,53,4,43,92.45283018867924
2025-10-24 19:00:00,M03,Night,137,7,37,94.8905109489051
2025-10-24 20:00:00,M04,Day,94,7,19,92.5531914893617
2025-10-24 21:00:00,M01,Night,94,2,44,97.87234042553192
2025-10-24 22:00:00,M03,Night,124,7,47,94.35483870967742
2025-10-24 23:00:00,M01,Night,58,7,40,87.93103448275862
2025-10-25 00:00:00,M03,Day,194,2,33,98.96907216494846
2025-10-25 01:00:00,M01,Night,167,9,53,94.61077844311377
2025-10-25 02:00:00,M01,Day,114,9,58,92.10526315789474
2025-10-25 03:00:00,M02,Night,180,1,28,99.44444444444444
2025-10-25 04:00:00,M01,Day,75,9,2,88.0
2025-10-25 05:00:00,M02,Day,75,1,9,98.66666666666667
2025-10-25 06:00:00,M04,Day,72,8,19,88.88888888888889
2025-10-25 07:00:00,M04,Night,79,6,1,92.40506329113924
2025-10-25 08:00:00,M02,Night,59,5,26,91.52542372881356
2025-10-25 09:00:00,M02,Day,121,6,31,95.0413223140496
2025-10-25 10:00:00,M03,Night,113,7,55,93.80530973451327
2025-10-25 11:00:00,M03,Day,199,0,9,100.0
2025-10-25 12:00:00,M03,Day,192,7,39,96.35416666666666
2025-10-25 13:00:00,M04,Night,172,2,16,98.83720930232558
2025-10-25 14:00:00,M03,Night,154,2,57,98.7012987012987
2025-10-25 15:00:00,M01,Night,123,5,53,95.9349593495935
2025-10-25 16:00:00,M01,Day,197,3,32,98.47715736040608
2025-10-25 17:00:00,M03,Day,154,3,5,98.05194805194806
2025-10-25 18:00:00,M01,Night,96,3,38,96.875
2025-10-25 19:00:00,M04,Day,136,9,46,93.38235294117648
2025-10-25 20:00:00,M01,Night,102,8,17,92.15686274509804
2025-10-25 21:00:00,M04,Day,178,7,8,96.06741573033707
2025-10-25 22:00:00,M02,Night,51,2,7,96.07843137254902
2025-10-25 23:00:00,M02,Night,107,0,24,100.0
2025-10-26 00:00:00,M02,Day,196,0,30,100.0
2025-10-26 01:00:00,M02,Night,121,0,41,100.0
2025-10-26 02:00:00,M01,Night,189,3,3,98.4126984126984
2025-10-26 03:00:00,M03,Day,76,5,19,93.42105263157895
2025-10-26 04:00:00,M01,Night,78,3,27,96.15384615384616
2025-10-26 05:00:00,M04,Day,64,2,39,96.875
2025-10-26 06:00:00,M01,Night,178,7,0,96.06741573033707
2025-10-26 07:00:00,M01,Day,109,7,39,93.57798165137615
2025-10-26 08:00:00,M04,Night,156,5,54,96.7948717948718
2025-10-26 09:00:00,M02,Night,52,8,43,84.61538461538461
2025-10-26 10:00:00,M02,Night,164,9,22,94.51219512195121
2025-10-26 11:00:00,M02,Night,195,0,56,100.0
2025-10-26 12:00:00,M03,Day,101,7,46,93.06930693069307
2025-10-26 13:00:00,M04,Day,109,5,12,95.41284403669725
2025-10-26 14:00:00,M04,Day,83,0,15,100.0
2025-10-26 15:00:00,M01,Day,145,3,25,97.93103448275862
2025-10-26 16:00:00,M03,Day,138,4,54,97.10144927536231
2025-10-26 17:00:00,M02,Day,109,6,30,94.4954128440367
2025-10-26 18:00:00,M03,Day,68,7,49,89.70588235294117
2025-10-26 19:00:00,M04,Night,160,8,0,95.0
2025-10-26 20:00:00,M04,Night,71,5,16,92.95774647887323
2025-10-26 21:00:00,M01,Night,177,9,15,94.91525423728814
2025-10-26 22:00:00,M01,Night,84,8,54,90.47619047619048
2025-10-26 23:00:00,M04,Day,156,3,36,98.07692307692307
2025-10-27 00:00:00,M02,Day,177,7,51,96.045197740113
2025-10-27 01:00:00,M02,Day,132,2,52,98.48484848484848
2025-10-27 02:00:00,M03,Night,187,3,9,98.3957219251337
2025-10-27 03:00:00,M04,Day,192,9,57,95.3125
2025-10-27 04:00:00,M04,Night,188,3,37,98.40425531914893
2025-10-27 05:00:00,M02,Day,160,5,43,96.875
2025-10-27 06:00:00,M02,Day,139,8,30,94.24460431654677
2025-10-27 07:00:00,M04,Day,73,5,9,93.15068493150685
2025-10-27 08:00:00,M01,Day,126,0,53,100.0
